video_id,title,title_len,desc_len,emoji_count,tag_count,published_hour,views,likes,comments,view_like_ratio,channel_subs,has_caption,definition,topic_categories,url
Toi-BFewG_Y,Amazing Dosa Making | Crispy South Indian Street Food #shotrs #viralfood #streetfood,84,871,4,25,16,38139,129,0,0.34,3110,0,hd,"Food,Hobby,Lifestyle",https://www.youtube.com/shorts/Toi-BFewG_Y
M1C1YB7fORE,Why is it like this-Thai Street Food,36,329,1,0,11,70828,1862,18,2.63,65300,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/M1C1YB7fORE
Zte321VjGX4,Mumbai Biggest Potato Spiral | Indian Street Food | #shorts #shortvideo #youtubeshorts,86,86,5,0,13,25187,0,2,0.0,50200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Zte321VjGX4
5I3Gc-eV5dA,मात्र 95/-रुपए में Delhi की सबसे सस्ती Thali Sahi Paneer Chawal #shorts #india #food #youtubeshorts,99,193,15,1,4,49369,2318,5,4.7,30700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/5I3Gc-eV5dA
Pf3PumL8Spw,100Rs/- Laal Maggi of Noida🤩🤩 #indianstreetfood #india #shorts #maggi #noida #indianfood #streetfood,100,0,11,5,3,320614,8235,20,2.57,6260000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Pf3PumL8Spw
uWRuwKjd710,Gobi Manchurian Recipe 😋| Super Crispy Street Style | #shorts #streetfood #viralvideo #shortsfeed,97,839,7,24,12,76975,783,3,1.02,2040,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/uWRuwKjd710
LMUWcyxtXJI,Kerla style banana chips making in nashik in bulk quantity 😨😱 #healthyfood #youtubeshorts #viral,96,11,5,0,6,20506,0,6,0.0,4320,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/LMUWcyxtXJI
iFlYcWWaI88,Masala Dosa Making At Street Of Delhi #streetfood #food #shorts #shortsfeed,75,75,4,0,4,19417,0,0,0.0,4290,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/iFlYcWWaI88
evikTxp6VQs,Hidden Yemeni Food Gems in the Streets of Al-Balad #JeddahMoments #HistoricJeddah #food #streetfood,99,510,5,10,9,18210,766,12,4.21,212000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/evikTxp6VQs
rpsl0AHqPUw,Delicious-Thai Street Food,26,329,1,0,23,24219,458,1,1.89,1900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/rpsl0AHqPUw
Uv0nQGa9jn8,🥰 Satisfying with street food 🥳 #shorts #streetfood #satisfying,63,0,5,0,7,40045,187,0,0.47,2170000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Uv0nQGa9jn8
PmL_BFqvbKM,Bread stuffing technique # breakfast bread and pastry training # snack training,79,773,2,1,0,47912,84,0,0.18,445,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/PmL_BFqvbKM
DCtnJUj_IBI,⁉️Guess this Food ⁉️ #shortsvideo #food #tasteofindia #streetfood #dillistreetfood #shortsfeed,94,0,10,7,11,14634,165,2,1.13,11500,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/DCtnJUj_IBI
_VAEjzO8REY,🥰 Satisfying with street food 🥳 #shorts #streetfood #satisfying,63,0,5,0,2,31713,153,0,0.48,2170000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/_VAEjzO8REY
43CXGFlRi3k,This Sugar Isn’t Sold in Bags  😲 #sugar #bangladesh #food #streetfood #villagelife,82,551,7,33,10,73505,0,4,0.0,19400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/43CXGFlRi3k
NdQIdrUGNfw,Pani Puri wale bhaiya ♥️🥰 #panipuri #chillipanipuri #food #streetfood #challenge #foodcraze,91,0,9,0,8,19449,76,0,0.39,3600,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/NdQIdrUGNfw
Av8O8DQVsPQ,Dill Relish BANG BANG BANG #streetfood #hotdog,46,103,2,0,15,7360,210,8,2.85,9180,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Av8O8DQVsPQ
qoNQdPa84i4,#viral #funny #explore #explore #food #comedy #panipuri #panipuri #streetfood #trandingshorts #insta,100,93,11,0,1,30610,72,6,0.24,205,0,hd,Entertainment,https://www.youtube.com/shorts/qoNQdPa84i4
_33d4Fmy8CE,Peshawari Degi Chana Mewa & Beef Chawal | Tarskoon Chawal | Street food Peshawar #food #reels,93,236,5,0,10,7977,85,2,1.07,128000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/_33d4Fmy8CE
YXT-5TEUILE,Make every day a good day. - Thai Street Food #shorts,53,0,2,0,0,20146,1179,117,5.85,809000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/YXT-5TEUILE
uSk9py8MHTY,26.Jan Special Sweets In Delhi Street Food 🤪😋🤤#shotts #india #food #youtubeshorts #trendingshorts,97,188,8,1,12,17944,671,2,3.74,30700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/uSk9py8MHTY
MKNjk13Rj8w,Food Mini Vlog | Chinese Street Delicious 🤤🥝 Food #Shorts#shortvideo 🍡🌿🍳🎋🌾,74,0,10,0,4,28595,85,0,0.3,496000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/MKNjk13Rj8w
NTQDOdAUPhc,"You,Me and street food 😍🧿 #shorts",33,0,3,0,11,17597,762,5,4.33,827000,0,hd,Entertainment,https://www.youtube.com/shorts/NTQDOdAUPhc
GLhbbdSP6YA,Bahubali 😱 Pani Puri 😋 | Golgappa | Fuchka | Fulki | Indian Street Food | Food Shorts | #shorts,95,0,9,0,14,21331,360,1,1.69,37900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/GLhbbdSP6YA
ATlV95eQZ8s,Street Food Dumplings That Hit Different 🔥#youtubeshorts #food,62,0,3,0,2,22516,48,0,0.21,358000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ATlV95eQZ8s
zP_ujmB029g,Amazing Egg Omelette Street Food | Simple Cooking Process,57,0,1,0,21,27697,324,1,1.17,27400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/zP_ujmB029g
IM3m3HCkK3U,Kachori Recipe | Super Crispy Khasta Kachori | Halwai Style Kachori | Street Food | #shorts,91,308,5,10,8,13390,92,0,0.69,20600,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/IM3m3HCkK3U
hmWKC-5xvew,LONI DOSA😍| Indian Street Food #trending #viralvideo #shortvideo #shorts,72,329,6,22,5,177896,3066,4,1.72,16000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/hmWKC-5xvew
HiUAYKOyKAc,Ghugni Puchka 🤤😍 #shorts #panipuri #golgappa #puchka #fuchka #asmr #food #india,79,357,10,22,12,18585,84,0,0.45,354000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/HiUAYKOyKAc
lc28CvxSdeI,Bechara Golgappa wala 🥺😂 | #shorts #golgappa #golgappachallenge #streetfood #riseofthrill #funny,96,580,9,11,8,601433,13083,13,2.18,97200,0,hd,"Entertainment,Film",https://www.youtube.com/shorts/lc28CvxSdeI
mtCJAOXPdqA,Sirf ₹20 Me Full Plate Chowmein 😳 | Bhojpur Mela Reality,56,502,3,21,1,183217,4338,12,2.37,3460,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/mtCJAOXPdqA
MjvxZTSrR8Q,Winter Special Salam Pak Making In Surat😻 | Indian Street Food #shorts,70,0,3,0,9,69778,1131,6,1.62,654000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/MjvxZTSrR8Q
BE1NSXUqepY,cheese burst pizza 😋🍕| Indian Street Food #shorts #viralvideo,61,0,5,0,21,26838,227,1,0.85,1610,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/BE1NSXUqepY
u01ZHc0fupw,Amazing Thai Game Catch Shrimp for 100 Baht Thai street food      #Reels #streetfood #food,90,0,3,0,13,23370,56,0,0.24,2850,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/u01ZHc0fupw
9z4UVif7kR8,Sakhi Restaurant Chicken Karahi | Shinwari Style Karahi | Street Food Peshawar #food #reels #foodie,99,284,5,0,15,6999,59,1,0.84,128000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/9z4UVif7kR8
vVjKm3fNsTM,Bread egg fry #streetfood,25,0,1,0,15,29827,207,9,0.69,14700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/vVjKm3fNsTM
bIgI_lBTDhE,Bad Veg Chowmin or Good Veg Chowmin 🤔 #chowmin #streetfood #shorts #youtubeshorts #food,87,87,6,0,1,116265,3138,20,2.7,106000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/bIgI_lBTDhE
cBb84QzXzzA,Volcano 🌋 वाला Pani Puri 😋 | Golgappa | Fulki | Fuchka | Indian Street Food | Food Shorts | #shorts,99,0,11,0,14,21207,260,0,1.23,37900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/cBb84QzXzzA
9Upr7cSFgMc,satisfying with deliciousfood #streetfood #deliciousfood #testy  #like #ytshorts #delicious #food,97,0,7,0,1,20986,137,0,0.65,3970,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/9Upr7cSFgMc
5QRe97kLIQM,pani puri ki Aisi Deewangi 😱🥵 #trending #streetfood #panipuri #shorts #trendingshorts #ytshorts #yt,99,99,9,0,13,25174,0,0,0.0,4720,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/5QRe97kLIQM
2BxlVes1RKs,#gopalkumar  #video #fruit #ekmotahathighumechala #farming #streetfood #makhana,79,0,7,0,6,28756,84,4,0.29,4900,0,hd,,https://www.youtube.com/shorts/2BxlVes1RKs
pLISbwuyNGM,#food #bread #make #cooking #new #streetfood,44,0,6,0,12,24876,46,0,0.18,4600,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/pLISbwuyNGM
nJx6lnzVsb0,world's best many roti making 🌎 #streetfood #instagood #trendingnow #reels #viral,81,0,7,0,9,11192,36,0,0.32,3110,0,hd,"Food,Hobby,Lifestyle",https://www.youtube.com/shorts/nJx6lnzVsb0
MmowvvI4XHo,Bolani #ittibhai #pakistan #streetfood #india  #food #shorts #fyp #viral,72,72,8,6,11,13933,148,0,1.06,38400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/MmowvvI4XHo
XsSUChBaJoo,🌎 best chinese emoji roti #streetfood #instagood #trendingnow #reels #viral,75,0,6,0,7,8842,24,0,0.27,3110,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/XsSUChBaJoo
hhIXKDroiVw,🥰Satisfying with hot street food🥳#streetfood #satisfying video#cooking #asmr#shorts,83,1154,7,38,21,19564,190,4,0.97,12300,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/hhIXKDroiVw
qjtmqMozxQM,Most Unique Street Cheela 🤤😵 #streetfood #viralshort #trending #food #shorts #shortsfeed,88,0,8,0,13,25522,315,4,1.23,498000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/qjtmqMozxQM
bKhHhtdEJrg,₹10/- में 500 😱 Pani Puri 😋 | Golgappa | Fulki | Fuchka | Indian Street Food | Food Shorts | #shorts,100,0,14,0,6,19322,410,0,2.12,37900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/bKhHhtdEJrg
Ri0U-K2TXrk,Best Food to Eat in Najafgarh 😱|| Najafgarh Street Food 😋 || unlimited food #shorts,83,411,7,18,8,23968,546,7,2.28,1270000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Ri0U-K2TXrk
0H1gcEE7iq4,Veg Thuppa ✨ #food #youtubegrowth #recipe #viral #trending #streetfood #foodforfoodies #easyrecipe ￼,100,0,10,0,14,2648,72,11,2.72,516,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/0H1gcEE7iq4
HW6XlwKzSLM,chaumin aur manchurian bole re | street food jo khud sach bolta hai 😱🔥,70,581,3,15,12,8462,193,2,2.28,14900,0,hd,"Entertainment,Food",https://www.youtube.com/shorts/HW6XlwKzSLM
xUINom3sz74,Combo ramen 🔥🌽❤️ #perlaelotes #food #elotes #streetfood #losmochis,66,0,9,0,4,48571,2275,10,4.68,38200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/xUINom3sz74
qo8pG3qjIZU,"ndian street food #clean and hygienic#Indian srhot #video,#",59,0,4,0,5,25313674,84850,93,0.34,22900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/qo8pG3qjIZU
IYGReLpGSqY,Chinese foods #food #lifeisbutadream #shorts #diy #streetfood #viral #trending #youtubeshorts,93,0,8,0,13,21288,170,0,0.8,5900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/IYGReLpGSqY
Y8OLhfKtX0o,Kottam🤯ah📈#explore #streetfood #explore #food #streetfoodrecipes #youtube #food,79,0,9,0,3,3832,109,0,2.84,1200000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Y8OLhfKtX0o
gi2MTgx8mfg,"ndian street food #clean and hygienic#Indian srhot #video,#",59,0,4,0,1,600980,2259,5,0.38,22900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/gi2MTgx8mfg
7cyrBUN3sk0,One Cut. Perfect Layers. #food #streetfood #satisfying,54,513,3,0,11,19533,24,0,0.12,643000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/7cyrBUN3sk0
ZKBhORupUEM,How to make Tawa Omelette 🤤 #streetfood #indianfood #shorts,59,92,4,0,17,3182,19,0,0.6,2790,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ZKBhORupUEM
kStDBIqxxoU,Tawa Kaleji Best Kaleji in Town 🔥#reels #desi #streetfood #food,63,80,5,0,20,762,33,0,4.33,5020,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/kStDBIqxxoU
KZOv2jDIvjQ,"Korean Food Mukbang  | Easy, cheap and delicious #foodshorts #shortsvideo #KoreanFood",85,996,4,31,7,83590,1247,6,1.49,26100,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/KZOv2jDIvjQ
o1vW6qa6bHk,Besan gatte ki sabzi #streetfood #shorts,40,0,2,0,14,1558,4,0,0.26,71900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/o1vW6qa6bHk
xu4-9WE6TGs,"ndian street food #clean and hygienic#Indian srhot #video,#",59,0,4,0,1,153927,682,1,0.44,22900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/xu4-9WE6TGs
f6AnrfzguyA,Chinese foods #food #lifeisbutadream #shorts #diy #streetfood #viral #trending #youtubeshorts,93,0,8,0,2,24623,102,0,0.41,5900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/f6AnrfzguyA
Fpk0AAwN32g,Moty Chawal #food #foodiekismatwale #streetfood,47,0,3,0,6,18856,189,0,1.0,679,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Fpk0AAwN32g
tHs-0CHES88,Amazing Rice Pitha of North Bengal - Pitha Cutting Process!!😱 #shotrs #streetfood #viralfood #food,98,1065,8,18,5,5533,37,0,0.67,3110,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/tHs-0CHES88
TxEikW5yUFA,Foodie😋👌#streetfood#food#indianstreetfood #foodie #delhistreetfood #ytshorts #shorts#explore #fyp,97,0,11,0,10,26256,56,1,0.21,47000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/TxEikW5yUFA
tfCEIGAUs3A,Chatpata🤤😋Biryani🌶🔥veg pulao🤤🌶🔥👈💯#ytshorts #trending #viral #video #shorts #food #streetfood #song,98,98,17,0,0,28171,638,9,2.26,1470,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/tfCEIGAUs3A
EfoqE7YKLD8,110 years old baba famous lobya | Kabari bazar peshawar | Review #viral #streetfood #shorts,91,0,5,0,12,174185,1834,16,1.05,3680,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/EfoqE7YKLD8
SaQ0r9PO2Fg,Veg Fried Rice ❤️ ya Veg Biryani 😋? #streetfoodindia #food #streetfood #foodshorts #shorts,90,1381,9,21,13,5950,0,4,0.0,10200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/SaQ0r9PO2Fg
8IJUQeocllA,#streetfood #indianfood #cloudkitchen #cloudkitchen #food #howtomakewhitesaucepasta #pizza #zomato,98,0,8,0,20,7248,13,1,0.18,2160,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/8IJUQeocllA
FnQV0gUptZ8,Amazing Crispy Spider Pancake - Thai Street Food,48,0,1,0,5,15751,93,1,0.59,57400,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/FnQV0gUptZ8
8t0p60Vuer8,Zaid Ke famous chicken pakode 😱🫣 #streetfood #trending #shorts #youtubeshorts,77,0,6,0,3,25739,654,6,2.54,637000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/8t0p60Vuer8
qA0bl-9sWoo,Healthy salad #greatindianthali #food #streetfood #specialthali #indianthaali #thali #foodie,92,196,7,0,9,16232,327,2,2.01,312000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/qA0bl-9sWoo
2PUrwxVh62o,Helping the elderly in need every day🙏😘❤️ #food #streetfood #shortsvideo,72,0,7,0,12,8791,530,9,6.03,112000,0,hd,Lifestyle,https://www.youtube.com/shorts/2PUrwxVh62o
orJLzBi2NVg,Podi Shole Making 😡 | Street Food India,39,533,2,4,23,31437,43,2,0.14,34300,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/orJLzBi2NVg
x2JIphf90Jw,"Delicious Street Food in Devinagar, Butwal | Veg Momo & Noodles | Vegetarian Only. #momos",89,138,4,4,7,870,20,1,2.3,8990,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/x2JIphf90Jw
YTy-dVUFt78,"Twist it, spice it, taste it 🔥#potatotwister #streetfood #streetfoodindia #shinewithbanu",88,0,5,0,15,3406,25,0,0.73,327,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/YTy-dVUFt78
29hFMi7Ua9o,Katy Perry shared Justin once invited her to try Canadian street food during,76,0,0,0,15,18508,64,1,0.35,29700,0,hd,Entertainment,https://www.youtube.com/shorts/29hFMi7Ua9o
QjpyBc9JSww,"ndian street food #clean and hygienic#Indian srhot #video,#",59,0,4,0,1,59602,368,1,0.62,22900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/QjpyBc9JSww
RrxLivoGWko,Delicious Street food Pancakes #shorts #streetfood,50,0,2,0,2,10441,43,1,0.41,251000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/RrxLivoGWko
A1kTCijIHBA,Egg Curry ASMR Cooking #food #asmr #cooking #crunchytreats #streetfood #nonveg #egg #eggdish,92,282,8,0,13,5898,96,2,1.63,209,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/A1kTCijIHBA
L7DaFTJQx24,Patna Famous Combo Egg Pouch Making Street Style Combo Egg Pouch #food #shorts #short #viral,92,92,4,9,6,8046,129,5,1.6,533,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/L7DaFTJQx24
32mRd4sOeL8,26 January 2026 #youtubeshorts #youtubevideo #food #viralvideos #streetfood,75,0,5,0,5,10655,40,3,0.38,10000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/32mRd4sOeL8
OluX_dXOyjw,Chole Wale Golgappe 😋🤤 | Pani Puri | Fuchka | Fulki | Indian Street Food | Food Shorts | #shorts,96,0,9,0,14,12395,294,2,2.37,37900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/OluX_dXOyjw
m5oc1vRRHwk,Sub👉Making of the Pancake on a Hot Plate #delicious #streetfood #giantfood,74,155,4,0,3,6489,24,1,0.37,206,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/m5oc1vRRHwk
YVAAWZVm8Xs,Kolkata Egg Roll 🥚🌯 | R Madhavan’s Favourite Street Food 😍,58,568,5,11,6,8853,33,2,0.37,203,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/YVAAWZVm8Xs
t0UuN4j-NTc,Benne Dosa of Bangalore 😍😮 #streetfood #dosa #shorts,52,0,5,0,15,23774,410,11,1.72,477000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/t0UuN4j-NTc
Oy3bb0KRo7Y,Most Famous Lobia Point of Bannu #bannu #lobia #lobiachaat #streetfood #shorts #bannugul #food,94,94,7,7,16,4102,112,0,2.73,38600,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Oy3bb0KRo7Y
lKsz1DSCBTk,Desi Litti Chokha 😍 | Bihar’s Famous Street Food in 30 Sec 🔥,60,729,4,0,12,928,26,26,2.8,130000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/lKsz1DSCBTk
z3e-xinsGd8,woldest many roti #youtubeshorts #streetfood #mosturaskitchen #indianfood,73,0,4,0,9,9690,21,0,0.22,97800,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/z3e-xinsGd8
on32zSsCC7M,30 Days Consistency 💪🔥 | Madurai Hot Crispy Samosa 🤤 | Street Food Shorts,73,73,5,0,5,37974,1095,7,2.88,3840,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/on32zSsCC7M
ZHKIyT2lSkg,ice cream soft creamy 🍦🍦 2026#ytshorts #dessert #streetfood #icecreamfood #icecream,83,83,7,5,18,2573,14,0,0.54,54600,0,hd,Food,https://www.youtube.com/shorts/ZHKIyT2lSkg
QQNOeSjS2xw,Kreorepati dahii balle wala selling 2000 plate per day #streetfood #dahibhalla #food #foodie,92,130,4,5,3,11806,0,1,0.0,7700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/QQNOeSjS2xw
PQVr3a7FU0c,First Time in Pune! Crispy Cheese Ball 🧀🔥 | Pune Street Food,60,353,4,15,8,18607,0,1,0.0,43700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/PQVr3a7FU0c
AgsdLDvq6Mg,Hath jal  gya 🥲 #food #minivlog #recipe #vlog #shorts #familyvlog  #tranding #youtubeshorts,91,91,9,18,13,28222,0,9,0.0,3160,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/AgsdLDvq6Mg
T9LFZ_Eo3KE,Hyderabads famous Irani chai ☕️ now in Tumakuru | Street Food India #food #foodie #travel #chai #yt,99,0,8,0,12,10725,87,0,0.81,94200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/T9LFZ_Eo3KE
iuvdeJ_1mr4,"A blanket of fog, a winter morning and smoke rising from the sky is chitoi pitha😋👌#shorts #delici...",100,432,4,20,4,32442,75,2,0.23,63000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/iuvdeJ_1mr4
JJdzaHl90zA,Unique coconut splitting dish found only in Penang - Malaysian street food,74,204,1,0,7,9285,123,0,1.32,10300,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/JJdzaHl90zA
JbXcYXXCsrk,Street Food Treasure Hunt Challenge 🍔🔍 #madforfun #shorts,57,590,4,19,10,381291,8975,7,2.35,1150000,0,hd,"Entertainment,Film,Food",https://www.youtube.com/shorts/JbXcYXXCsrk
pTVe9-QWhVk,Childs Fresh dahi| Street food vlog| #dillistreetfood #streetfoodrecipes #food,78,0,5,0,9,12542,0,0,0.0,722,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/pTVe9-QWhVk
fMG7ik8sHk8,RAMPUR FOOD | RAMPURI BIRYANI | RAMPUR STREET FOOD | #bazaarexplorerfoodie #food #streetfood,92,187,6,0,9,1683,51,5,3.03,14100,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/fMG7ik8sHk8
qIoKk9NTNqw,Special Jhalmuri #viral #share #fbreels #reels #streetfood #shorts #trending,76,76,7,0,18,1165,15,0,1.29,5950,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/qIoKk9NTNqw
-ZJ4XNT9l74,Satisflying with streetfood🥰,28,28,1,0,0,35209,169,2,0.48,47100,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/-ZJ4XNT9l74
7NyzqkPqQTQ,🥰Satisfying with beautiful street food🥳#streetfood #satisfying video#cooking #asmr#shorts,89,1601,7,38,1,4493,68,0,1.51,12300,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/7NyzqkPqQTQ
QOPT_Ll3JEg,Taco bell Veg Meal | Delhi Street Food #food #foodie,52,65,3,0,12,12993,327,6,2.52,3350,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/QOPT_Ll3JEg
fs4nhe6_HzU,Cooking | Family | Good Time🤩✨ #food #shorts #youtubeshorts #adayinmylife #minivlog #cooking,92,0,10,0,2,4424,14,1,0.32,212,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/fs4nhe6_HzU
3K6lsy5x4sU,Fry chicken #streetfood #youtubeshorts #shorts #youtubeshorts,61,409,4,0,13,4462,54,0,1.21,3990,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/3K6lsy5x4sU
ShyVdc1j73c,Khana khane ka sehi somoy #shorts #streetfood #lunch #thali #kitchen #rdlifestyle,81,81,6,0,16,6332,36,1,0.57,221000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ShyVdc1j73c
qFA4VFzUg9w,"Mango and mixed fruit smoothie, Amazing Asian Street Drink. #smoothie #streetfood",81,384,2,0,14,2766,91,0,3.29,79500,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/qFA4VFzUg9w
ldLxc9hrD-g,mini cooking # Candy with fuchka #shortvideo #food,50,740,3,3,12,3617,29,0,0.8,514,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ldLxc9hrD-g
GEJbE9GMRqo,Traditional Market Food Experience | Street Food Culture,56,404,1,0,0,5152,15,0,0.29,32100,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/GEJbE9GMRqo
tPVByQeLHuE,Vijayawada Hidden  Tiffin Places Part - 1 | Vijayawada Street food #vijayawadastreetfood #streetfood,100,0,4,0,11,407,20,1,4.91,10600,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/tPVByQeLHuE
kYrV0imnIPg,So fresh and sweet coconut water #streetfood #shorts #viral #cuttingskills,74,0,4,0,17,6736,50,0,0.74,37200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/kYrV0imnIPg
kNHjd-3MyAI,Viral Kunafa Chaat Recipe | Indian Fusion Street Food at Home Easy & Crispy Snack 2026,86,2528,2,23,7,957,36,1,3.76,4300,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/kNHjd-3MyAI
Py6Xobe60eo,The most wholesome food review 🥹❤️ #shorts #shortvideo,54,324,5,19,16,27836,679,11,2.44,15500,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Py6Xobe60eo
